,id,income,age,experience,married,house_ownership,car_ownership,profession,city,state,current_job_years,current_house_years,risk_flag,risk_flag_prob
5237,5238,9543081,38,4,1,2,0,33,74,17,4,13,0,0.0
5238,5239,9659187,37,11,1,2,1,5,162,28,11,11,0,0.0
5239,5240,4079140,71,19,1,2,0,23,195,13,6,11,0,0.0527461880322946
5240,5241,5920246,75,13,1,2,1,49,35,19,13,13,0,0.0
5241,5242,5358407,22,3,1,2,0,43,120,22,3,10,0,0.0
5242,5243,7189375,60,12,1,2,1,6,196,2,3,12,0,0.0
5243,5244,9934516,66,6,1,2,1,28,71,28,6,14,0,0.0
5244,5245,7454716,49,5,1,2,1,27,6,20,5,13,0,0.0
5245,5246,6193538,73,10,1,2,0,49,200,2,10,11,0,0.0
5246,5247,8082004,27,20,1,2,0,34,150,7,7,11,0,0.16226034084617189
5247,5248,2143466,51,15,1,2,1,17,31,28,6,13,0,0.0
5248,5249,7269037,69,10,1,2,0,16,159,2,10,12,0,0.0
5249,5250,9390257,55,4,1,2,1,27,209,5,4,10,0,0.3764840414745947
5250,5251,3803419,61,16,0,2,0,5,277,7,11,12,0,0.0
5251,5252,6180504,50,8,1,2,1,40,238,25,4,14,0,0.03901436249793328
5252,5253,780090,55,9,1,0,0,46,104,25,9,14,1,0.7213486290788456
5253,5254,4110405,22,4,1,2,1,30,280,0,4,10,0,0.0
5254,5255,7864739,61,10,1,2,0,37,231,10,5,11,1,0.7566853606627488
5255,5256,3099933,71,15,0,2,0,37,208,0,3,12,0,0.0
5256,5257,6864774,32,16,1,2,0,33,36,2,9,13,0,0.0
5257,5258,9749313,72,17,1,2,1,5,187,10,14,11,1,0.5472407236020493
5258,5259,486603,33,20,1,2,0,31,44,20,5,13,0,0.0
5259,5260,4348814,77,4,1,2,1,35,295,1,4,12,0,0.0
5260,5261,9610065,23,17,1,2,1,26,180,28,6,11,0,0.0
5261,5262,6272411,69,2,0,2,0,5,45,28,2,10,0,0.0
5262,5263,3337437,67,5,1,2,0,12,124,14,5,14,1,0.5168292438349709
5263,5264,6544503,65,13,1,2,1,10,139,20,4,13,0,0.0
5264,5265,1456657,43,0,1,2,1,36,144,14,0,10,0,0.05373507462864858
5265,5266,2287264,30,14,1,2,0,24,291,22,4,10,0,0.0
5266,5267,2587414,59,19,1,2,0,36,121,28,5,14,0,0.0
5267,5268,3208322,55,18,1,2,0,0,166,12,8,12,0,0.0
5268,5269,5426858,49,7,1,2,0,22,269,13,7,13,0,0.0
5269,5270,1967586,56,19,1,2,0,19,63,1,10,12,0,0.0
5270,5271,9597503,47,13,1,2,0,9,111,1,7,10,1,0.7375668192968401
5271,5272,3780174,76,11,1,2,0,25,179,23,11,12,0,0.41106522358968584
5272,5273,9635602,36,9,1,2,0,27,43,5,9,10,0,0.0
5273,5274,4568179,22,14,1,2,0,8,271,1,11,11,0,0.0
5274,5275,9656293,60,0,1,2,1,6,194,6,0,12,0,0.1501420446517462
5275,5276,9981206,61,18,1,2,0,12,42,2,12,10,0,0.0
5276,5277,1211333,32,14,1,2,0,2,158,5,13,14,0,0.0
5277,5278,4334154,78,1,1,2,0,47,62,10,1,13,0,0.0
5278,5279,6004435,47,10,1,2,1,34,112,13,9,14,0,0.0
5279,5280,4976661,22,9,1,2,0,2,167,12,8,12,0,0.0
5280,5281,6758342,33,3,1,2,0,12,228,19,3,11,0,0.0
5281,5282,173020,60,17,1,2,0,14,33,28,9,11,0,0.19513012302084345
5282,5283,6104309,30,3,1,2,0,31,194,6,3,12,0,0.0
5283,5284,8261729,69,19,1,2,1,37,312,0,7,10,0,0.0
5284,5285,77513,55,13,1,2,0,3,249,13,12,14,0,0.22305171909057467
5285,5286,250306,23,15,1,2,0,17,202,6,10,14,1,0.7632540593667144
5286,5287,1707111,53,5,1,2,0,26,160,12,5,12,0,0.0
5287,5288,1975538,40,9,1,2,1,38,233,18,9,12,0,0.0
5288,5289,1413981,31,15,1,2,0,5,189,6,13,13,0,0.1731494263174534
5289,5290,1014244,36,9,1,2,0,18,174,19,9,10,0,0.0
5290,5291,6475776,35,4,1,0,0,46,14,14,4,11,0,0.0
5291,5292,4007727,64,3,1,2,1,0,315,23,3,11,0,0.0
5292,5293,2280615,74,1,1,0,0,6,314,0,1,14,1,0.5428206972389271
5293,5294,9643493,43,16,1,2,0,3,257,22,14,14,0,0.12842147340125473
5294,5295,6126601,58,15,1,2,0,17,65,13,4,10,0,0.0
5295,5296,8165921,51,20,1,2,0,7,150,7,11,14,0,0.0
5296,5297,394382,64,6,1,2,1,38,35,19,6,13,0,0.0
5297,5298,7757947,62,5,1,2,0,0,267,8,4,13,1,0.6611805352516926
5298,5299,9317473,63,20,1,2,1,11,103,28,14,14,0,0.0
5299,5300,5713579,53,14,1,2,0,0,276,14,10,11,1,0.5450289907825311
5300,5301,9063924,47,19,1,2,0,21,14,14,9,11,0,0.0
5301,5302,4022242,69,17,1,2,0,32,224,28,9,12,0,0.0
5302,5303,7233894,37,9,1,2,0,3,147,22,3,12,0,0.0
5303,5304,4176341,59,9,1,2,0,32,272,28,8,10,0,0.0
5304,5305,8905545,27,13,1,2,1,0,103,28,11,12,0,0.0
5305,5306,6382617,60,14,1,2,1,1,73,22,12,12,0,0.0
5306,5307,4924865,46,18,1,2,0,4,142,0,14,11,0,0.0
5307,5308,215207,32,7,0,2,0,30,273,13,7,13,1,0.623859776035151
5308,5309,8437491,22,2,1,2,0,29,92,25,2,14,1,0.8639627427913594
5309,5310,2030566,42,8,1,2,0,44,58,2,4,14,0,0.0
5310,5311,7966142,41,2,1,0,0,5,67,3,2,13,0,0.0
5311,5312,9971347,77,19,1,1,1,33,194,6,4,14,0,0.0
5312,5313,4959909,56,11,1,2,1,33,0,0,5,12,0,0.30445913661617824
5313,5314,5474047,34,3,1,2,0,45,313,0,3,12,1,0.5345579112500897
5314,5315,480735,64,0,1,2,0,45,301,11,0,14,0,0.0
5315,5316,826681,78,4,0,2,1,1,218,0,4,14,0,0.21754661432495992
5316,5317,5127014,76,0,0,2,0,33,305,14,0,13,0,0.0
5317,5318,2636544,39,0,1,2,0,13,311,22,0,11,0,0.0
5318,5319,8236810,40,0,1,2,1,24,205,14,0,12,0,0.37054728481065136
5319,5320,7155409,77,12,1,2,0,7,22,2,10,13,0,0.0
5320,5321,4461235,70,10,0,2,0,7,268,11,10,12,0,0.0
5321,5322,6463842,56,2,1,2,0,18,7,14,2,12,0,0.0
5322,5323,706809,71,3,1,2,0,31,73,22,3,13,1,0.6355202032991557
5323,5324,6891271,45,9,1,2,0,14,57,28,9,10,1,0.7238233692713103
5324,5325,9038552,76,7,1,2,1,49,304,13,4,14,1,0.520821559849466
5325,5326,9032196,68,11,1,2,1,44,276,14,11,13,0,0.2743642732901554
5326,5327,174807,57,15,1,2,0,34,170,0,8,10,0,0.12856850321151242
5327,5328,1631681,77,8,1,2,0,26,271,1,8,11,0,0.0
5328,5329,7302589,63,18,1,2,0,42,299,22,14,12,0,0.0
5329,5330,5957090,48,18,0,2,1,20,122,11,3,12,0,0.0
5330,5331,9572182,70,13,1,2,0,5,59,11,6,14,0,0.17948499807005677
5331,5332,7267896,65,16,1,2,0,4,50,13,11,10,0,0.0
5332,5333,8486446,37,13,1,2,0,42,21,0,11,12,0,0.0
5333,5334,3291881,50,2,0,2,1,46,218,0,2,13,0,0.13157681831762738
5334,5335,9232506,75,2,1,2,0,17,26,22,2,11,1,0.5154357497374816
5335,5336,9511802,55,10,1,2,1,35,164,4,4,14,0,0.0
5336,5337,6052742,34,14,1,2,1,36,250,17,8,10,0,0.0
5337,5338,30515,73,12,1,2,0,37,97,6,3,11,0,0.0
5338,5339,2433481,48,0,1,0,1,6,88,4,0,14,0,0.0
5339,5340,8733766,22,14,0,2,1,42,174,19,13,12,0,0.06251973614921184
5340,5341,4703725,37,6,1,2,0,6,53,13,6,10,0,0.0
5341,5342,7440752,70,10,1,2,0,50,229,2,10,11,1,0.6146794477333146
5342,5343,5692327,45,4,1,2,1,31,220,18,3,10,0,0.0
5343,5344,4657255,28,16,1,2,0,22,102,10,7,14,1,0.7269120410668397
5344,5345,281081,29,17,1,2,0,37,13,7,6,13,0,0.0
5345,5346,2467568,48,5,1,2,0,14,240,28,5,11,0,0.0
5346,5347,3719561,32,5,1,2,0,41,115,25,4,12,0,0.1095498438382304
5347,5348,827855,41,15,1,2,0,41,312,0,8,13,1,0.5211962837834291
5348,5349,1442794,35,20,0,2,0,34,114,28,10,10,1,0.5643733956341292
5349,5350,6694786,69,17,1,0,0,46,191,23,11,11,1,0.6904362737284291
5350,5351,8331889,63,0,1,2,0,29,216,25,0,11,0,0.0
5351,5352,5660425,55,3,1,2,0,28,120,22,3,13,0,0.0
5352,5353,5515243,64,12,1,2,0,24,31,28,11,12,1,0.6816647026438222
5353,5354,9800971,62,14,1,2,0,5,140,1,3,13,0,0.0
5354,5355,2504515,51,14,1,2,1,34,185,25,7,12,0,0.4429681282298675
5355,5356,2317886,39,15,1,2,1,26,239,11,3,13,0,0.0
5356,5357,1343772,76,20,1,2,0,1,49,0,10,12,0,0.0
5357,5358,2566021,39,17,0,2,0,4,290,14,3,10,0,0.0
5358,5359,3321237,53,20,1,2,0,11,242,0,13,11,0,0.0
5359,5360,3711307,22,20,1,2,1,20,220,18,10,12,0,0.40629841660117577
5360,5361,4816071,63,17,1,2,0,33,176,0,13,14,0,0.4437355770536113
5361,5362,281081,29,17,1,2,0,37,13,7,6,13,0,0.0
5362,5363,5902944,26,4,1,2,0,13,99,21,4,14,0,0.0
5363,5364,4888019,73,14,1,2,0,3,108,0,11,10,0,0.0
5364,5365,2131115,42,19,1,2,1,6,11,20,14,13,0,0.0
5365,5366,3308267,57,6,1,2,0,46,165,20,6,10,0,0.16316411613343595
5366,5367,3658284,57,0,1,2,1,22,133,9,0,11,0,0.0
5367,5368,3025272,78,6,1,2,0,36,38,11,6,11,0,0.0
5368,5369,2696703,57,14,1,2,0,8,36,2,14,12,0,0.0
5369,5370,7667206,74,17,0,2,0,45,275,2,9,12,1,0.6248519987733878
5370,5371,3573044,52,17,1,2,1,13,191,23,8,12,0,0.0
5371,5372,4798152,51,2,1,2,0,23,274,7,2,14,0,0.0
5372,5373,7053218,61,0,1,0,0,46,306,28,0,12,0,0.0
5373,5374,5360758,50,15,0,2,1,0,109,0,6,11,0,0.0
5374,5375,6385868,75,14,1,2,0,2,274,7,8,12,0,0.1808903954927185
5375,5376,4131397,33,17,1,2,1,30,236,14,13,12,0,0.0
5376,5377,6216463,74,7,1,2,1,8,22,2,7,13,0,0.10275581062425483
5377,5378,8753203,64,10,1,2,1,35,259,25,10,13,0,0.0
5378,5379,1760376,50,5,1,2,0,36,238,25,5,12,0,0.0
5379,5380,3867310,28,20,1,2,0,44,244,28,7,14,0,0.0
5380,5381,9990100,43,19,1,2,0,44,189,6,12,14,0,0.13267344587371196
5381,5382,8897791,71,16,1,2,1,22,313,0,3,10,0,0.0
5382,5383,4062276,27,7,1,2,0,43,138,25,7,12,0,0.0
5383,5384,3465071,66,10,1,2,0,18,25,2,8,11,0,0.0
5384,5385,1600707,39,4,1,2,0,18,309,25,4,12,0,0.0
5385,5386,4697227,53,5,1,2,0,0,145,28,5,13,1,0.6683485523925881
5386,5387,6527729,63,15,1,1,0,1,206,28,14,12,0,0.1772965626761926
5387,5388,3135789,75,1,1,2,1,46,308,6,1,11,0,0.0
5388,5389,9151808,34,4,1,2,0,36,232,14,4,11,0,0.0
5389,5390,4535286,52,17,1,2,0,43,283,6,4,12,0,0.0
5390,5391,6184253,42,20,1,2,0,9,277,7,12,13,0,0.0
5391,5392,8316469,40,11,1,2,0,10,125,15,5,10,0,0.0
5392,5393,6396717,38,19,1,2,0,38,297,22,9,12,0,0.0
5393,5394,9704512,78,15,1,2,0,4,225,7,11,14,1,0.7039719659858129
5394,5395,3972267,27,10,0,2,0,2,96,25,7,11,0,0.0
5395,5396,510912,32,5,1,2,1,37,184,10,5,12,0,0.0
5396,5397,3259749,45,19,1,2,0,50,173,25,6,13,0,0.0
5397,5398,4403214,50,19,1,2,0,44,138,25,4,12,0,0.0
5398,5399,6300731,30,4,1,2,0,42,310,14,4,13,0,0.0
5399,5400,9605093,25,7,1,2,0,31,125,15,7,12,0,0.0
5400,5401,5218196,49,12,1,2,1,0,109,0,12,10,0,0.0
5401,5402,1044096,72,3,1,2,0,22,232,14,3,10,0,0.0
5402,5403,6406820,54,5,1,2,1,5,166,12,3,14,0,0.0
5403,5404,4005758,79,11,1,2,1,10,233,18,7,12,0,0.0
5404,5405,1249938,31,14,1,0,0,22,134,6,11,12,0,0.13431237654242653
5405,5406,1847709,44,3,1,2,1,41,292,12,3,12,1,0.6022630818857374
5406,5407,8520822,72,7,1,2,1,38,159,2,7,11,0,0.0
5407,5408,3251968,76,17,1,2,0,26,181,28,9,11,0,0.0
5408,5409,8793461,53,18,1,2,0,39,106,11,8,10,0,0.0
5409,5410,1629140,33,7,1,2,0,1,10,26,7,13,0,0.0
5410,5411,2461995,65,11,1,2,0,14,261,2,11,11,0,0.0
5411,5412,754014,69,2,1,2,0,43,81,10,2,13,0,0.0
5412,5413,6878862,67,11,1,2,0,23,294,12,8,11,0,0.0
5413,5414,9506126,30,12,1,1,0,20,186,25,12,13,0,0.0
5414,5415,2329433,42,1,1,2,0,46,48,20,1,11,0,0.0
5415,5416,8998014,72,13,1,2,1,39,233,18,9,11,0,0.314906997864729
5416,5417,476900,33,20,1,2,1,24,256,2,7,10,0,0.0
5417,5418,4336059,54,12,1,2,1,24,151,2,12,13,0,0.0
5418,5419,6503458,55,17,1,2,0,50,55,14,9,13,0,0.49927340856088936
5419,5420,8274399,33,14,0,2,1,5,159,2,6,10,0,0.07479306678002658
5420,5421,6432481,72,3,1,2,1,32,194,6,3,13,1,0.6016155313237388
5421,5422,1387379,60,8,1,2,0,34,39,28,3,12,0,0.0
5422,5423,6060465,49,11,0,2,1,31,236,14,10,14,0,0.0
5423,5424,8442518,71,6,1,2,1,36,97,6,6,11,0,0.4627806424985854
5424,5425,9886718,44,20,1,2,1,49,99,21,9,11,0,0.0
5425,5426,3573044,52,17,1,2,1,13,191,23,8,12,0,0.0
5426,5427,9063924,47,19,1,2,0,21,14,14,9,11,0,0.0
5427,5428,9788211,46,19,1,2,1,45,49,0,6,14,0,0.0
5428,5429,6157147,58,3,1,2,0,30,50,13,3,12,0,0.07248672083043961
5429,5430,9662707,31,2,1,2,0,0,25,2,2,13,1,0.7708248149985681
5430,5431,9939884,24,9,1,2,1,25,128,20,9,12,0,0.0
5431,5432,8978796,27,3,1,2,0,6,14,14,3,10,0,0.0
5432,5433,6370366,59,2,1,2,1,27,316,7,2,13,0,0.0
5433,5434,5951973,41,9,1,2,0,29,14,14,9,11,0,0.0
5434,5435,8254699,41,15,1,2,0,37,182,14,5,13,0,0.0
5435,5436,7600309,48,3,0,2,1,15,296,22,3,12,0,0.0
5436,5437,6999004,32,19,1,1,1,17,188,25,12,14,0,0.07246352052787343
5437,5438,8750833,50,19,1,2,0,21,234,0,11,11,0,0.4577660147452596
5438,5439,3090546,54,9,1,2,0,9,11,20,5,12,1,0.6655697667853213
5439,5440,7353596,66,5,1,2,0,4,206,28,5,11,0,0.0
5440,5441,1606109,42,3,1,2,0,21,272,28,3,13,0,0.0
5441,5442,532746,78,18,0,2,1,36,116,27,10,12,0,0.40410781090580394
5442,5443,9407809,66,3,1,2,0,3,218,0,3,13,1,0.6449931278311121
5443,5444,3846842,79,6,1,2,0,21,113,2,6,11,0,0.0
5444,5445,7467167,57,6,1,2,0,20,38,11,6,11,0,0.0
5445,5446,1970809,61,12,1,2,0,19,270,20,4,13,0,0.0
5446,5447,9760650,79,16,0,2,1,6,102,10,4,12,0,0.0
5447,5448,7148553,65,0,1,2,0,12,143,0,0,11,0,0.07093304419088506
5448,5449,5204762,74,16,1,2,0,28,124,14,6,11,0,0.0
5449,5450,2685947,52,3,1,2,1,26,103,28,3,14,0,0.0
5450,5451,8633347,27,4,1,2,0,34,5,16,4,14,0,0.0
5451,5452,66912,27,10,0,2,0,43,129,19,10,14,0,0.0
5452,5453,3577693,46,4,0,2,0,47,277,7,4,14,0,0.0
5453,5454,682554,57,9,1,2,0,23,152,13,9,14,0,0.0
5454,5455,1695876,58,6,1,2,1,13,43,5,6,13,0,0.0
5455,5456,859651,29,14,1,2,1,12,181,28,8,13,0,0.0
5456,5457,5570090,74,1,1,2,0,39,33,28,1,11,0,0.0
5457,5458,7536411,63,7,1,2,0,33,313,0,4,10,0,0.0
5458,5459,6029688,76,16,1,1,1,14,126,13,14,13,0,0.0
5459,5460,9192416,77,20,1,2,0,45,263,13,10,10,0,0.0
5460,5461,5037199,77,14,1,2,0,50,305,14,7,13,0,0.0
5461,5462,1406166,56,8,1,2,1,37,249,13,8,13,0,0.0
5462,5463,7930972,74,10,1,2,0,27,79,2,10,10,0,0.16204535922302565
5463,5464,132711,75,16,1,0,0,37,109,0,3,11,0,0.0
5464,5465,1970809,61,12,1,2,0,19,270,20,4,13,0,0.0
5465,5466,5531708,43,9,1,2,1,48,125,15,3,13,0,0.0
5466,5467,813741,79,13,0,2,0,30,314,0,12,12,0,0.0
5467,5468,9842288,38,3,1,2,1,32,86,1,3,14,0,0.0
5468,5469,206151,68,16,1,1,0,2,250,17,3,12,0,0.0
5469,5470,7789397,58,9,0,2,1,5,134,6,9,12,0,0.07678097371281796
5470,5471,4932179,24,2,1,2,0,9,75,2,2,10,0,0.0
5471,5472,9867211,56,2,1,2,0,7,198,2,2,14,1,0.7479220393042163
5472,5473,3132419,39,9,1,2,1,44,31,28,8,13,0,0.0
5473,5474,7596972,23,4,1,0,1,1,215,23,4,12,0,0.0
5474,5475,8989094,76,7,1,2,0,14,264,23,7,13,0,0.0
5475,5476,3601316,56,15,1,2,1,40,0,0,9,12,0,0.0
5476,5477,2921933,58,12,1,2,0,40,87,22,3,14,0,0.0
5477,5478,5856930,36,19,0,2,1,33,191,23,11,10,0,0.0
5478,5479,7900495,43,3,1,2,1,41,117,10,3,14,0,0.06557057817927647
5479,5480,3847938,70,9,1,2,0,26,130,14,9,13,0,0.0
5480,5481,9851400,32,5,1,2,1,7,51,14,4,13,0,0.0
5481,5482,5424652,27,19,0,2,0,29,180,28,8,12,0,0.07754703140883541
5482,5483,9241363,62,18,1,2,1,14,264,23,5,11,0,0.49846740591454197
5483,5484,9452113,75,12,1,2,0,20,205,14,6,13,0,0.0796252610215887
5484,5485,209067,66,17,1,2,0,21,177,28,3,12,0,0.0
5485,5486,2893051,66,2,1,1,0,2,240,28,2,13,0,0.0
5486,5487,4137042,23,17,1,2,1,4,27,25,8,12,0,0.0
5487,5488,706221,44,9,1,2,0,6,91,22,9,13,0,0.0
5488,5489,2060668,67,8,1,2,1,3,2,25,3,13,0,0.0
5489,5490,439493,46,18,1,2,0,50,234,0,7,10,0,0.0
5490,5491,673616,30,20,0,2,1,23,217,28,7,10,0,0.0
5491,5492,6652382,35,13,1,2,1,22,89,28,7,14,0,0.0
5492,5493,5734501,38,14,1,2,0,18,30,11,8,12,0,0.0
5493,5494,4902965,32,7,0,2,0,12,204,22,7,11,0,0.0
5494,5495,9073203,71,13,1,2,0,2,285,23,9,10,1,0.6935047855178155
5495,5496,706221,44,9,1,2,0,6,91,22,9,13,0,0.0
5496,5497,9917916,70,11,1,2,0,28,234,0,11,13,0,0.0
5497,5498,9267569,48,11,1,2,0,16,101,25,11,12,1,0.7375126269318494
5498,5499,1684072,73,5,1,2,0,23,214,5,5,10,0,0.0
5499,5500,7895335,34,17,1,2,0,14,64,25,5,11,1,0.7807244919880532
5500,5501,8327707,35,6,1,2,0,2,185,25,6,13,0,0.09584181291805018
5501,5502,8596569,69,0,1,2,0,6,312,0,0,13,1,0.5731561868426946
5502,5503,1139981,60,12,1,2,0,10,15,22,12,12,0,0.4804642694550489
5503,5504,2748437,73,8,1,2,0,31,69,2,5,11,0,0.05003753826012257
5504,5505,2858930,40,8,1,2,0,25,281,9,8,13,0,0.0
5505,5506,1097615,59,15,0,2,0,48,316,7,5,14,0,0.0
5506,5507,4200254,42,1,1,2,0,2,9,25,1,14,0,0.18591882045671707
5507,5508,4214101,60,16,1,0,0,28,263,13,13,10,0,0.0
5508,5509,3469743,78,17,1,2,0,33,28,25,8,10,0,0.0
5509,5510,5069758,50,19,1,2,1,15,31,28,13,11,0,0.0
5510,5511,942803,69,19,1,2,1,26,207,14,9,14,0,0.0
5511,5512,6260643,54,9,1,2,0,17,64,25,9,14,0,0.0
5512,5513,9345456,29,0,1,2,0,48,316,7,0,12,0,0.0
5513,5514,8301578,59,3,1,2,0,4,29,28,3,11,0,0.0
5514,5515,7115862,52,17,1,2,0,37,80,5,14,11,0,0.0
5515,5516,7146402,23,20,1,2,0,33,125,15,4,14,1,0.7633377310293054
5516,5517,9787088,30,19,1,2,0,19,187,10,8,14,0,0.0
5517,5518,7253122,72,20,1,2,0,32,299,22,8,10,0,0.0
5518,5519,1464792,65,10,1,1,0,48,107,13,10,12,0,0.0
5519,5520,1840139,74,6,1,2,1,8,85,14,6,13,0,0.0
5520,5521,1918142,27,20,0,2,0,2,75,2,14,12,0,0.10868514621460183
5521,5522,8796074,21,0,1,2,0,28,36,2,0,14,0,0.0
5522,5523,1633168,42,14,0,2,0,39,103,28,6,11,0,0.0
5523,5524,4023589,71,7,1,2,1,36,156,28,6,12,0,0.09249246148955353
5524,5525,9678234,51,19,1,2,1,19,197,14,13,10,0,0.12025186506413944
5525,5526,4732134,67,19,0,2,0,33,156,28,6,11,0,0.0
5526,5527,1171901,57,10,1,0,1,23,66,2,9,12,0,0.0
5527,5528,9627469,48,17,0,2,0,19,11,20,6,14,0,0.0
5528,5529,5540740,76,19,1,0,0,36,45,28,7,12,0,0.0
5529,5530,8693161,53,5,0,2,1,29,234,0,3,10,0,0.163507300696878
5530,5531,6842986,37,9,1,1,1,41,208,0,3,11,0,0.0
5531,5532,4039148,54,12,0,2,0,32,293,22,6,14,0,0.0
5532,5533,7469378,62,0,1,2,1,23,164,4,0,10,0,0.0
5533,5534,6917119,44,20,0,2,1,37,278,28,8,11,0,0.0
5534,5535,6734940,38,13,1,2,0,45,58,2,9,10,0,0.07326431878880627
5535,5536,3291384,42,4,1,2,0,43,208,0,4,12,0,0.46795219821864614
5536,5537,649091,72,15,1,2,0,4,159,2,14,12,0,0.0
5537,5538,9913743,23,9,0,2,0,17,268,11,9,14,0,0.0
5538,5539,9775375,42,14,1,2,0,34,131,14,11,14,0,0.0
5539,5540,5560320,34,16,1,2,0,20,232,14,8,11,1,0.521037460610556
5540,5541,6068842,29,6,1,2,0,48,197,14,6,14,1,0.628413535818524
5541,5542,5130054,64,9,1,2,1,0,9,25,9,12,0,0.0902621677229444
5542,5543,315321,68,3,1,1,0,6,24,14,3,13,0,0.0
5543,5544,5430984,29,15,1,2,0,42,53,13,13,12,0,0.0
5544,5545,8524690,38,7,1,2,1,15,139,20,7,12,0,0.0
5545,5546,6940796,46,17,1,2,0,1,51,14,9,11,0,0.4678469984517083
5546,5547,9641617,61,6,1,2,0,0,246,10,6,10,0,0.0
5547,5548,517357,34,1,1,2,0,47,245,23,1,12,0,0.1494609479269337
5548,5549,3160585,42,10,1,2,0,1,281,9,8,10,1,0.6472828903195018
5549,5550,1169819,72,18,1,2,1,14,308,6,11,10,0,0.0
5550,5551,8801121,26,0,1,2,1,49,64,25,0,10,0,0.0
5551,5552,1865410,50,3,1,2,1,49,101,25,3,10,0,0.0
5552,5553,7673823,63,15,0,2,0,3,128,20,11,14,1,0.58194947135051
5553,5554,1050149,33,5,1,2,0,8,143,0,5,13,1,0.5006756338027598
5554,5555,6572051,28,14,1,2,0,19,109,0,9,11,0,0.0
5555,5556,8248899,23,7,1,1,0,19,296,22,7,13,0,0.0
5556,5557,5173221,55,17,1,2,0,34,181,28,8,13,0,0.0
5557,5558,469529,49,7,1,2,0,33,197,14,7,12,0,0.0
5558,5559,9787088,30,19,1,2,0,19,187,10,8,14,0,0.0
5559,5560,3640062,37,10,1,2,0,17,191,23,10,13,0,0.0
5560,5561,2917765,47,9,1,2,0,47,249,13,9,14,0,0.0
5561,5562,9784947,24,11,1,2,0,18,39,28,11,14,0,0.0
5562,5563,7141845,69,13,1,2,0,41,63,1,13,10,0,0.0
5563,5564,2065698,24,10,1,2,1,33,71,28,5,11,1,0.5850327020145241
5564,5565,9819070,25,11,1,2,0,30,151,2,6,10,1,0.8637957793734568
5565,5566,2152214,50,14,1,2,1,31,256,2,7,13,0,0.0
5566,5567,7968822,24,13,1,2,0,36,36,2,3,13,0,0.0
5567,5568,2040944,64,11,1,1,0,31,310,14,11,13,0,0.1407180674142727
5568,5569,6202575,55,8,1,2,1,19,300,22,8,13,0,0.0
5569,5570,6646287,47,3,1,2,0,48,247,25,3,10,0,0.0
5570,5571,961937,57,13,1,2,0,27,26,22,5,10,0,0.0
5571,5572,4854861,77,1,0,2,0,18,132,2,1,13,1,0.6373077617355256
5572,5573,8454331,61,3,0,2,0,47,247,25,3,11,0,0.0
5573,5574,2293011,37,17,0,2,0,46,315,23,6,10,0,0.16990853775559664
5574,5575,4631897,73,4,0,2,1,42,240,28,4,14,0,0.0
5575,5576,7651261,60,4,1,2,0,13,186,25,4,11,0,0.0
5576,5577,149723,42,7,1,2,1,10,161,14,7,10,0,0.26982258211066623
5577,5578,1855377,26,3,1,2,0,32,267,8,3,13,0,0.0
5578,5579,9287791,79,4,1,2,1,21,130,14,4,12,0,0.0
5579,5580,7226673,23,6,1,2,0,25,201,11,5,10,0,0.0
5580,5581,5796023,30,3,1,2,0,16,66,2,3,11,1,0.7611166739232302
5581,5582,6748938,53,20,1,2,0,38,197,14,14,10,0,0.11800729535506185
5582,5583,8867807,63,0,1,2,1,41,175,0,0,11,0,0.0
5583,5584,5618577,52,8,1,1,0,5,162,28,4,13,1,0.5731114268312314
5584,5585,2545624,55,19,1,2,0,22,284,6,12,11,0,0.0
5585,5586,1090926,61,6,1,2,1,5,250,17,4,14,0,0.0
5586,5587,7951428,63,12,1,2,1,28,71,28,8,11,0,0.0
5587,5588,2206541,52,10,1,1,0,30,264,23,10,10,1,0.545457747436344
5588,5589,6451557,40,7,1,2,0,34,91,22,7,14,0,0.0
5589,5590,4027323,79,13,1,2,0,11,211,14,5,10,0,0.0
5590,5591,2277429,42,18,1,2,0,1,12,0,4,14,0,0.0
5591,5592,7003957,69,0,1,2,1,22,116,27,0,10,0,0.06010469305952969
5592,5593,5532768,30,16,1,2,0,9,264,23,12,14,0,0.08778495787833722
5593,5594,1680415,69,18,1,2,0,48,294,12,5,12,0,0.0
5594,5595,1703403,22,1,1,2,0,44,291,22,1,10,0,0.0
5595,5596,6682611,67,16,1,1,1,17,190,14,12,10,0,0.0
5596,5597,6641767,35,1,0,2,0,45,268,11,1,10,0,0.0
5597,5598,6467283,65,13,1,2,1,2,195,13,11,12,1,0.5233833402794698
5598,5599,2616677,26,4,1,2,0,49,195,13,4,11,0,0.06738406518988546
5599,5600,1969474,65,12,1,2,0,18,201,11,12,12,0,0.437936703050643
5600,5601,4006666,24,11,1,2,0,30,224,28,9,12,0,0.0
5601,5602,1890240,79,8,1,2,1,18,68,14,4,11,0,0.07726269305621492
5602,5603,6445556,24,14,0,2,0,37,11,20,10,12,0,0.0
5603,5604,3983496,76,1,1,2,0,44,148,5,1,12,0,0.0
5604,5605,8382400,76,18,1,2,1,29,314,0,4,13,0,0.0
5605,5606,7862365,49,11,1,2,0,17,62,10,8,12,0,0.0
5606,5607,9556585,29,1,1,2,0,19,174,19,1,10,0,0.0
5607,5608,6250439,65,14,1,2,1,43,84,0,10,14,0,0.31189019324701617
5608,5609,1197375,41,0,1,2,1,34,281,9,0,11,0,0.0
